Timestamp,Endpoint,Allocated Memory (bytes),Total Allocated Memory (bytes),System Memory (bytes),Garbage Collections,Elapsed Time,CPU Usage (%),Memory Usage (KB)
2025-02-25T22:29:33+05:30,/item/last,1936744,1936744,11292672,0,504µs,75.00,20169760.00
2025-02-25T22:29:33+05:30,/item/last,1948600,1948600,11292672,0,0s,0.00,20172444.00
2025-02-25T22:29:33+05:30,/item/last,1960360,1960360,11292672,0,0s,100.00,20172392.00
2025-02-25T22:29:33+05:30,/item/last,1972312,1972312,11292672,0,0s,0.00,20172116.00
2025-02-25T22:29:33+05:30,/item/last,1984152,1984152,11292672,0,0s,100.00,20178136.00
2025-02-25T22:29:33+05:30,/item/last,1996024,1996024,11292672,0,509.5µs,100.00,20194740.00
2025-02-25T22:29:33+05:30,/item/last,2007896,2007896,11292672,0,504µs,25.00,20209320.00
2025-02-25T22:29:33+05:30,/item/last,2027864,2027864,11292672,0,0s,100.00,20213476.00
2025-02-25T22:29:33+05:30,/item/last,2034472,2034472,11292672,0,1.76ms,0.00,20213476.00
2025-02-25T22:29:33+05:30,/item/last,2052712,2052712,11292672,0,9.5759ms,0.00,20212976.00
2025-02-25T22:29:33+05:30,/item/last,2050976,2050976,11292672,0,13.414ms,0.00,20212976.00
2025-02-25T22:29:33+05:30,/item/last,2065768,2065768,11292672,0,14.3224ms,0.00,20212920.00
2025-02-25T22:29:33+05:30,/item/last,2073656,2073656,11292672,0,15.6669ms,50.00,20212868.00
2025-02-25T22:29:33+05:30,/item/last,2085208,2085208,11292672,0,576.2µs,0.00,20212480.00
2025-02-25T22:29:33+05:30,/item/last,2093832,2093832,11292672,0,553.2µs,0.00,20212396.00
2025-02-25T22:29:33+05:30,/item/last,2103040,2103040,11292672,0,0s,0.00,20212316.00
2025-02-25T22:29:33+05:30,/item/last,2110368,2110368,11292672,0,659.3µs,0.00,20212316.00
2025-02-25T22:29:33+05:30,/item/last,2112128,2112128,11292672,0,659.3µs,0.00,20212316.00
2025-02-25T22:29:33+05:30,/item/last,2128368,2128368,11292672,0,0s,100.00,20212280.00
2025-02-25T22:29:33+05:30,/item/last,2138936,2138936,11292672,0,0s,0.00,20212284.00
2025-02-25T22:29:33+05:30,/item/last,2146120,2146120,11292672,0,10.8741ms,0.00,20212084.00
2025-02-25T22:29:33+05:30,/item/last,2153400,2153400,11292672,0,10.518ms,0.00,20211980.00
2025-02-25T22:29:33+05:30,/item/last,2165256,2165256,11292672,0,0s,0.00,20211736.00
2025-02-25T22:29:33+05:30,/item/last,2176120,2176120,11292672,0,999.3µs,75.00,20213616.00
2025-02-25T22:29:33+05:30,/item/last,2182728,2182728,11292672,0,1.4486ms,0.00,20213616.00
2025-02-25T22:29:33+05:30,/item/last,2190184,2190184,11292672,0,2.0161ms,0.00,20213616.00
2025-02-25T22:29:33+05:30,/item/last,2195944,2195944,11292672,0,2.0161ms,0.00,20213616.00
2025-02-25T22:29:33+05:30,/item/last,2211184,2211184,11292672,0,1.0001ms,0.00,20215148.00
2025-02-25T22:29:33+05:30,/item/last,2219416,2219416,11292672,0,687µs,0.00,20215088.00
2025-02-25T22:29:33+05:30,/item/last,2226616,2226616,11292672,0,2.7544ms,0.00,20215040.00
2025-02-25T22:29:33+05:30,/item/last,2234872,2234872,11292672,0,0s,25.00,20214652.00
2025-02-25T22:29:33+05:30,/item/last,2246968,2246968,11292672,0,72.486ms,0.00,20214260.00
2025-02-25T22:29:33+05:30,/item/last,2259728,2259728,11292672,0,0s,0.00,20214200.00
2025-02-25T22:29:33+05:30,/item/last,2266968,2266968,11292672,0,77.1136ms,50.00,20213728.00
2025-02-25T22:29:33+05:30,/item/last,2274464,2274464,11292672,0,8.439ms,0.00,20213728.00
2025-02-25T22:29:33+05:30,/item/last,2283760,2283760,11292672,0,0s,0.00,20213608.00
2025-02-25T22:29:33+05:30,/item/last,2295080,2295080,11292672,0,504.4µs,0.00,20213624.00
2025-02-25T22:29:33+05:30,/item/last,2304168,2304168,11292672,0,84.379ms,0.00,20213372.00
2025-02-25T22:29:33+05:30,/item/last,2311544,2311544,11292672,0,83.4418ms,0.00,20213328.00
2025-02-25T22:29:33+05:30,/item/last,2320552,2320552,11292672,0,8.0293ms,0.00,20213276.00
2025-02-25T22:29:33+05:30,/item/last,2326856,2326856,11292672,0,8.7661ms,0.00,20213276.00
2025-02-25T22:29:33+05:30,/item/last,2339672,2339672,11292672,0,100.4472ms,50.00,20212580.00
2025-02-25T22:29:33+05:30,/item/last,2364360,2364360,11292672,0,509.2µs,0.00,20212476.00
2025-02-25T22:29:33+05:30,/item/last,2346280,2346280,11292672,0,15.5179ms,0.00,20212432.00
2025-02-25T22:29:33+05:30,/item/last,2350088,2350088,11292672,0,6.7978ms,0.00,20212432.00
2025-02-25T22:29:33+05:30,/item/last,2373784,2373784,11292672,0,397µs,0.00,20212432.00
2025-02-25T22:29:33+05:30,/item/last,2384296,2384296,11292672,0,1.0001ms,100.00,20212232.00
2025-02-25T22:29:33+05:30,/item/last,2395944,2395944,11292672,0,0s,0.00,20212004.00
2025-02-25T22:29:33+05:30,/item/last,2400056,2400056,11292672,0,2.9988ms,0.00,20212004.00
2025-02-25T22:29:33+05:30,/item/last,2419584,2419584,11292672,0,22.7906ms,0.00,20211944.00
2025-02-25T22:29:33+05:30,/item/last,2413680,2413680,11292672,0,5.1201ms,0.00,20211944.00
2025-02-25T22:29:33+05:30,/item/last,2426784,2426784,11292672,0,5.7497ms,0.00,20211820.00
2025-02-25T22:29:33+05:30,/item/last,2411912,2411912,11292672,0,5.1201ms,0.00,20211820.00
2025-02-25T22:29:33+05:30,/item/last,2441120,2441120,11292672,0,3.7054ms,0.00,20211768.00
